#this file contains all the header lines of the file dmel-all-gene-r4.3.fasta
>FBgn0052100 type=gene; loc=3L:12241499..12243147; ID=FBgn0052100; name=CG32100; 
>FBgn0003044 type=gene; loc=2R:13650292..13654323; ID=FBgn0003044; name=Pcl; 
>FBgn0061362 type=gene; loc=2R:complement(16157323..16158643); ID=FBgn0061362; name=CG33785; 
>FBgn0034396 type=gene; loc=2R:complement(14337041..14340918); ID=FBgn0034396; name=CG15097; 
>FBgn0036660 type=gene; loc=3L:complement(16741787..16744974); ID=FBgn0036660; name=CG13025; 
>FBgn0031809 type=gene; loc=2L:complement(6383545..6395474); ID=FBgn0031809; name=CG9508; 
>FBgn0036541 type=gene; loc=3L:complement(15820941..15821636); ID=FBgn0036541; name=CG12486; 
>FBgn0039158 type=gene; loc=3R:19987512..19988939; ID=FBgn0039158; name=CG6182; 
>FBgn0039679 type=gene; loc=3R:25498178..25499945; ID=FBgn0039679; name=ppk19; 
>FBgn0035490 type=gene; loc=3L:4030143..4043197; ID=FBgn0035490; name=CG1136; 
>FBgn0034100 type=gene; loc=2R:complement(11769066..11770179); ID=FBgn0034100; name=CG15709; 
>FBgn0053269 type=gene; loc=3L:complement(11555797..11556063); ID=FBgn0053269; name=CG33269; 
>FBgn0038012 type=gene; loc=3R:8149245..8150936; ID=FBgn0038012; name=CG10013; 
>FBgn0036186 type=gene; loc=3L:complement(11616890..11619980); ID=FBgn0036186; name=CG6071; 
>FBgn0031277 type=gene; loc=2L:779204..779563; ID=FBgn0031277; name=CG13947; 
>FBgn0051938 type=gene; loc=2L:1728735..1729527; ID=FBgn0051938; name=CG31938; 
>FBgn0033958 type=gene; loc=2R:complement(10255229..10260192); ID=FBgn0033958; name=CG12858; 
>FBgn0046247 type=gene; loc=3R:23100429..23103140; ID=FBgn0046247; name=CG5938; 
>FBgn0020254 type=gene; loc=3L:8535204..8548347; ID=FBgn0020254; name=rhea; 
>FBgn0037393 type=gene; loc=3R:complement(1701722..1706119); ID=FBgn0037393; name=CG14677; 
>FBgn0032424 type=gene; loc=2L:12356441..12357991; ID=FBgn0032424; name=CG17010; 
>FBgn0036236 type=gene; loc=3L:11964691..11965948; ID=FBgn0036236; name=CG6931; 
>FBgn0033300 type=gene; loc=2R:4045932..4046276; ID=FBgn0033300; name=CG14754; 
>FBgn0031824 type=gene; loc=2L:complement(6492972..6494527); ID=FBgn0031824; name=CG9547; 
>FBgn0035025 type=gene; loc=2R:20073159..20075661; ID=FBgn0035025; name=CG11416; 
>FBgn0028675 type=gene; loc=2L:complement(10182557..10198641); ID=FBgn0028675; name=Sur; 
>FBgn0020258 type=gene; loc=2L:complement(14378218..14381170); ID=FBgn0020258; name=ppk; 
>FBgn0022981 type=gene; loc=3R:471653..474614; ID=FBgn0022981; name=rpk; 
>FBgn0004911 type=gene; loc=3L:3918250..3919524; ID=FBgn0004911; name=Eip63F-2; 
>FBgn0033274 type=gene; loc=2R:complement(3684277..3685426); ID=FBgn0033274; name=CG14757; 
>FBgn0050121 type=gene; loc=2R:complement(14253990..14256521); ID=FBgn0050121; name=CG30121; 
>FBgn0032321 type=gene; loc=2L:10970455..10971871; ID=FBgn0032321; name=YL-1; 
>FBgn0032650 type=gene; loc=2L:complement(17550282..17551694); ID=FBgn0032650; name=CG7094; 
>FBgn0030421 type=gene; loc=X:12599205..12604920; ID=FBgn0030421; name=CG3812; 
>FBgn0031189 type=gene; loc=X:21677129..21678400; ID=FBgn0031189; name=CG14618; 
>FBgn0027559 type=gene; loc=2L:complement(15248317..15252233); ID=FBgn0027559; name=CG3975; 
>FBgn0028740 type=gene; loc=2R:complement(13285268..13287415); ID=FBgn0028740; name=CG6362; 
>FBgn0032600 type=gene; loc=2L:16739333..16741494; ID=FBgn0032600; name=CG17912; 
>FBgn0051427 type=gene; loc=3R:complement(25065126..25065689); ID=FBgn0051427; name=CG31427; 
>FBgn0039645 type=gene; loc=3R:24991515..24996871; ID=FBgn0039645; name=CG11898; 
>FBgn0051969 type=gene; loc=2L:4321335..4323357; ID=FBgn0051969; name=CR31969; 
>FBgn0036500 type=gene; loc=3L:15464223..15465820; ID=FBgn0036500; name=CG7275; 
>FBgn0022800 type=gene; loc=3R:complement(21023289..21034003); ID=FBgn0022800; name=Cad96Ca; 
>FBgn0029807 type=gene; loc=X:complement(5622431..5626852); ID=FBgn0029807; name=CG3108; 
>FBgn0038475 type=gene; loc=3R:complement(12899651..12905665); ID=FBgn0038475; name=Keap1; 
>FBgn0038036 type=gene; loc=3R:8227517..8228602; ID=FBgn0038036; name=CG4940; 
>FBgn0032020 type=gene; loc=2L:8320324..8321285; ID=FBgn0032020; name=CG7787; 
>FBgn0036055 type=gene; loc=3L:9856279..9858322; ID=FBgn0036055; name=CG14165; 
>FBgn0053208 type=gene; loc=3R:complement(5828033..5868543); ID=FBgn0053208; name=MICAL; 
>FBgn0005322 type=gene; loc=2L:complement(10302592..10303945); ID=FBgn0005322; name=nmd; 
>FBgn0053883 type=gene; loc=2L:complement(21486962..21487487); ID=FBgn0053883; name=His4:CG33883; 
>FBgn0036329 type=gene; loc=3L:12969082..12971239; ID=FBgn0036329; name=CG11262; 
>FBgn0037336 type=gene; loc=3R:complement(1365225..1373490); ID=FBgn0037336; name=CG2519; 
>FBgn0037918 type=gene; loc=3R:complement(7411076..7415864); ID=FBgn0037918; name=CG6791; 
>FBgn0030026 type=gene; loc=X:complement(8086734..8088540); ID=FBgn0030026; name=sni; 
>FBgn0031451 type=gene; loc=2L:complement(2743366..2744934); ID=FBgn0031451; name=CG9961; 
>FBgn0030993 type=gene; loc=X:19021972..19024130; ID=FBgn0030993; name=Mec2; 
>FBgn0031626 type=gene; loc=2L:complement(4732409..4734458); ID=FBgn0031626; name=CG15631; 
>FBgn0002528 type=gene; loc=3L:9588866..9597927; ID=FBgn0002528; name=LanB2; 
>FBgn0030786 type=gene; loc=X:16617891..16619031; ID=FBgn0030786; name=mRpL22; 
>FBgn0037798 type=gene; loc=3R:complement(6049162..6050438); ID=FBgn0037798; name=CG12817; 
>FBgn0038912 type=gene; loc=3R:17701025..17703510; ID=FBgn0038912; name=CG6656; 
>FBgn0037655 type=gene; loc=3R:complement(4836004..4840549); ID=FBgn0037655; name=CG11984; 
>FBgn0039427 type=gene; loc=3R:22278255..22280311; ID=FBgn0039427; name=CG5447; 
>FBgn0031896 type=gene; loc=2L:complement(7194908..7204259); ID=FBgn0031896; name=CG4502; 
>FBgn0037340 type=gene; loc=3R:complement(1389915..1390447); ID=FBgn0037340; name=CG14671; 
>FBgn0035239 type=gene; loc=3L:1586486..1600894; ID=FBgn0035239; name=CG18170; 
>FBgn0031975 type=gene; loc=2L:8011407..8026901; ID=FBgn0031975; name=CG7356; 
>FBgn0033776 type=gene; loc=2R:complement(8361451..8362503); ID=FBgn0033776; name=CG17575; 
>FBgn0054038 type=gene; loc=2R:20675534..20677360; ID=FBgn0054038; name=CG34038; 
>FBgn0032301 type=gene; loc=2L:complement(10792334..10792612); ID=FBgn0032301; name=CG18561; 
>FBgn0046828 type=gene; loc=X:8936496..8936517; ID=FBgn0046828; name=mir-13b-2; 
>FBgn0039228 type=gene; loc=3R:20633333..20634403; ID=FBgn0039228; name=CG6980; 
>FBgn0020312 type=gene; loc=2R:complement(16631310..16636072); ID=FBgn0020312; name=CG4050; 
>FBgn0031263 type=gene; loc=2L:559611..560525; ID=FBgn0031263; name=CG2789; 
>FBgn0027074 type=gene; loc=2L:18815273..18818509; ID=FBgn0027074; name=CG17324; 
>FBgn0025740 type=gene; loc=4:complement(53434..64403); ID=FBgn0025740; name=plexB; 
>FBgn0038608 type=gene; loc=3R:complement(14189966..14191859); ID=FBgn0038608; name=CG7670; 
>FBgn0039622 type=gene; loc=3R:complement(24852161..24852896); ID=FBgn0039622; name=CG1442; 
>FBgn0052521 type=gene; loc=X:complement(21015986..21091847); ID=FBgn0052521; name=CG32521; 
>FBgn0017556 type=gene; loc=2R:complement(20008459..20009834); ID=FBgn0017556; name=Pros28.1B; 
>FBgn0038550 type=gene; loc=3R:complement(13631627..13632807); ID=FBgn0038550; name=CG17801; 
>FBgn0033953 type=gene; loc=2R:complement(10179109..10180214); ID=FBgn0033953; name=CG12861; 
>FBgn0003346 type=gene; loc=2L:19437970..19443251; ID=FBgn0003346; name=RanGap; 
>FBgn0041109 type=gene; loc=X:complement(15788153..15799486); ID=FBgn0041109; name=mmd; 
>FBgn0065048 type=gene; loc=2R:complement(12658384..12658556); ID=FBgn0065048; name=snoRNA:U3:54Aa; 
>FBgn0035497 type=gene; loc=3L:complement(4077871..4086229); ID=FBgn0035497; name=CG14995; 
>FBgn0039613 type=gene; loc=3R:24706525..24708627; ID=FBgn0039613; name=CG14527; 
>FBgn0036955 type=gene; loc=3L:20160258..20164092; ID=FBgn0036955; name=CG17149; 
>FBgn0030206 type=gene; loc=X:10319156..10322420; ID=FBgn0030206; name=CG2889; 
>FBgn0030240 type=gene; loc=X:10693980..10697356; ID=FBgn0030240; name=CG2202; 
>FBgn0010229 type=gene; loc=2L:21224830..21247268; ID=FBgn0010229; name=Hr39; 
>FBgn0050275 type=gene; loc=2R:18215376..18220333; ID=FBgn0050275; name=CG30275; 
>FBgn0033580 type=gene; loc=2R:6662275..6662710; ID=FBgn0033580; name=CG13231; 
>FBgn0010317 type=gene; loc=3L:3449946..3451637; ID=FBgn0010317; name=CycJ; 
>FBgn0039551 type=gene; loc=3R:23671672..23672982; ID=FBgn0039551; name=Or98a; 
>FBgn0010422 type=gene; loc=2L:complement(15054848..15056682); ID=FBgn0010422; name=TfIIS; 
>FBgn0031434 type=gene; loc=2L:complement(2575276..2577006); ID=FBgn0031434; name=insv; 
>FBgn0037555 type=gene; loc=3R:complement(4062838..4066234); ID=FBgn0037555; name=Ada2b; 
>FBgn0004888 type=gene; loc=3L:3797717..3801915; ID=FBgn0004888; name=Scsalpha; 
>FBgn0053467 type=gene; loc=2R:complement(10570366..10571104); ID=FBgn0053467; name=CG33467; 
>FBgn0036178 type=gene; loc=3L:complement(11573583..11573894); ID=FBgn0036178; name=CG14137; 
>FBgn0026323 type=gene; loc=X:complement(20326581..20335602); ID=FBgn0026323; name=Tak1; 
>FBgn0033340 type=gene; loc=2R:4412054..4412438; ID=FBgn0033340; name=CG13751; 
>FBgn0033313 type=gene; loc=2R:4127921..4137016; ID=FBgn0033313; name=Cirl; 
>FBgn0053523 type=gene; loc=3L:5898002..5904075; ID=FBgn0053523; name=CG33523; 
>FBgn0033059 type=gene; loc=2R:complement(1582222..1583765); ID=FBgn0033059; name=CG7845; 
>FBgn0052328 type=gene; loc=3L:1363770..1363841; ID=FBgn0052328; name=CR32328; 
>FBgn0052641 type=gene; loc=X:13018512..13018910; ID=FBgn0052641; name=CG32641; 
>FBgn0028467 type=gene; loc=2L:6658544..6662035; ID=FBgn0028467; name=CG11070; 
>FBgn0033602 type=gene; loc=2R:6781032..6782768; ID=FBgn0033602; name=CG13222; 
>FBgn0001332 type=gene; loc=2R:9996066..10012175; ID=FBgn0001332; name=L; 
>FBgn0031505 type=gene; loc=2L:complement(3145125..3145719); ID=FBgn0031505; name=CG12400; 
>FBgn0031540 type=gene; loc=2L:complement(3467416..3470007); ID=FBgn0031540; name=CG3238; 
>FBgn0051219 type=gene; loc=3R:15476984..15478063; ID=FBgn0051219; name=CG31219; 
>FBgn0034793 type=gene; loc=2R:18393998..18395182; ID=FBgn0034793; name=asrij; 
>FBgn0035374 type=gene; loc=3L:2764453..2765637; ID=FBgn0035374; name=mRpS35; 
>FBgn0051825 type=gene; loc=2L:complement(15651573..15654590); ID=FBgn0051825; name=CG31825; 
>FBgn0031934 type=gene; loc=2L:7711020..7714023; ID=FBgn0031934; name=CG7075; 
>FBgn0053846 type=gene; loc=2L:21494402..21495299; ID=FBgn0053846; name=His1:CG33846; 
>FBgn0012042 type=gene; loc=2R:10262222..10263084; ID=FBgn0012042; name=AttA; 
>FBgn0040684 type=gene; loc=3R:complement(962909..963199); ID=FBgn0040684; name=CG12589; 
>FBgn0033128 type=gene; loc=2R:2540726..2545049; ID=FBgn0033128; name=Tsp42Eg; 
>FBgn0003353 type=gene; loc=2R:19556805..19560639; ID=FBgn0003353; name=sei; 
>FBgn0031872 type=gene; loc=2L:complement(6945458..6948778); ID=FBgn0031872; name=iHog; 
>FBgn0035546 type=gene; loc=3L:complement(4438167..4438983); ID=FBgn0035546; name=CG11345; 
>FBgn0037442 type=gene; loc=3R:2208633..2214026; ID=FBgn0037442; name=CG10277; 
>FBgn0051464 type=gene; loc=3R:4116974..4117726; ID=FBgn0051464; name=CG31464; 
>FBgn0026418 type=gene; loc=3L:14002283..14008818; ID=FBgn0026418; name=Hsc70Cb; 
>FBgn0040648 type=gene; loc=X:20795397..20795687; ID=FBgn0040648; name=CG11666; 
>FBgn0038130 type=gene; loc=3R:9105445..9110316; ID=FBgn0038130; name=CG8630; 
>FBgn0051525 type=gene; loc=3R:252891..253841; ID=FBgn0051525; name=CG31525; 
>FBgn0030261 type=gene; loc=X:10911798..10913299; ID=FBgn0030261; name=CG15203; 
>FBgn0030793 type=gene; loc=X:complement(16635974..16637188); ID=FBgn0030793; name=CG9125; 
>FBgn0053666 type=gene; loc=X:complement(6321562..6322206); ID=FBgn0053666; name=CG33666; 
>FBgn0034966 type=gene; loc=2R:19563266..19565083; ID=FBgn0034966; name=CG13563; 
>FBgn0039616 type=gene; loc=3R:24748842..24750705; ID=FBgn0039616; name=CG11828; 
>FBgn0038410 type=gene; loc=3R:complement(12094051..12098124); ID=FBgn0038410; name=CG12785; 
>FBgn0028991 type=gene; loc=2R:complement(8695589..8705981); ID=FBgn0028991; name=seq; 
>FBgn0037537 type=gene; loc=3R:complement(3831646..3833841); ID=FBgn0037537; name=CG2767; 
>FBgn0042083 type=gene; loc=2R:2258198..2260767; ID=FBgn0042083; name=CG3267; 
>FBgn0038011 type=gene; loc=3R:8137075..8138841; ID=FBgn0038011; name=CG4066; 
>FBgn0034734 type=gene; loc=2R:17990923..17999615; ID=FBgn0034734; name=CG4554; 
>FBgn0035010 type=gene; loc=2R:19990647..19997245; ID=FBgn0035010; name=CG13579; 
>FBgn0004603 type=gene; loc=2R:1488668..1519922; ID=FBgn0004603; name=Src42A; 
>FBgn0035544 type=gene; loc=3L:4419320..4420919; ID=FBgn0035544; name=CG15021; 
>FBgn0035422 type=gene; loc=3L:complement(3204442..3206490); ID=FBgn0035422; name=RpL28; 
>FBgn0032700 type=gene; loc=2L:18691662..18694500; ID=FBgn0032700; name=CG10338; 
>FBgn0052679 type=gene; loc=X:complement(10211731..10212682); ID=FBgn0052679; name=CG32679; 
>FBgn0016984 type=gene; loc=2R:complement(16334993..16339996); ID=FBgn0016984; name=sktl; 
>FBgn0039139 type=gene; loc=3R:19857914..19859875; ID=FBgn0039139; name=CG5933; 
>FBgn0040079 type=gene; loc=2L:16284221..16287126; ID=FBgn0040079; name=pkaap; 
>FBgn0000171 type=gene; loc=3R:complement(4481292..4486483); ID=FBgn0000171; name=bel; 
>FBgn0032689 type=gene; loc=2L:complement(18595678..18600950); ID=FBgn0032689; name=CG10413; 
>FBgn0035554 type=gene; loc=3L:complement(4478055..4478505); ID=FBgn0035554; name=CG13721; 
>FBgn0002868 type=gene; loc=3R:complement(5609487..5610093); ID=FBgn0002868; name=MtnA; 
>FBgn0039211 type=gene; loc=3R:20441318..20449621; ID=FBgn0039211; name=CG13620; 
>FBgn0005648 type=gene; loc=2R:3643226..3646187; ID=FBgn0005648; name=Pabp2; 
>FBgn0067688 type=gene; loc=3L:complement(21602607..21602628); ID=FBgn0067688; name=mir-316; 
>FBgn0065069 type=gene; loc=3L:1472562..1472577; ID=FBgn0065069; name=snoRNA:3; 
>FBgn0003194 type=gene; loc=2R:complement(4678374..4679331); ID=FBgn0003194; name=rad201; 
>FBgn0033698 type=gene; loc=2R:complement(7708274..7714745); ID=FBgn0033698; name=CG8858; 
>FBgn0035911 type=gene; loc=3L:complement(8548123..8550020); ID=FBgn0035911; name=CG6638; 
>FBgn0004867 type=gene; loc=2L:complement(9896263..9897542); ID=FBgn0004867; name=sop; 
>FBgn0016974 type=gene; loc=X:complement(6207090..6208196); ID=FBgn0016974; name=swaPsi; 
>FBgn0013726 type=gene; loc=2R:3749082..3752143; ID=FBgn0013726; name=pnut; 
>FBgn0050360 type=gene; loc=2R:3976983..3978803; ID=FBgn0050360; name=CG30360; 
>FBgn0026778 type=gene; loc=2L:complement(2573424..2575051); ID=FBgn0026778; name=Rad1; 
>FBgn0038658 type=gene; loc=3R:complement(14730655..14731377); ID=FBgn0038658; name=CG14292; 
>FBgn0015924 type=gene; loc=2L:complement(448254..453023); ID=FBgn0015924; name=crq; 
>FBgn0004839 type=gene; loc=2R:complement(7517385..7535731); ID=FBgn0004839; name=otk; 
>FBgn0053779 type=gene; loc=3R:complement(4029948..4030544); ID=FBgn0053779; name=CG33779; 
>FBgn0035216 type=gene; loc=3L:1394758..1396610; ID=FBgn0035216; name=CG9168; 
>FBgn0039081 type=gene; loc=3R:complement(19339690..19345167); ID=FBgn0039081; name=Irk2; 
>FBgn0050486 type=gene; loc=2R:complement(8363980..8364872); ID=FBgn0050486; name=CG30486; 
>FBgn0010240 type=gene; loc=X:15758993..15762467; ID=FBgn0010240; name=Lcch3; 
>FBgn0032363 type=gene; loc=2L:complement(11508399..11517057); ID=FBgn0032363; name=CG6509; 
>FBgn0053993 type=gene; loc=3L:complement(5906980..5924602); ID=FBgn0053993; name=CG33993; 
>FBgn0030667 type=gene; loc=X:complement(15519012..15521752); ID=FBgn0030667; name=CG15599; 
>FBgn0030263 type=gene; loc=X:10935599..10937312; ID=FBgn0030263; name=CG2076; 
>FBgn0022772 type=gene; loc=2R:complement(3034248..3037521); ID=FBgn0022772; name=Orc1; 
>FBgn0040989 type=gene; loc=2L:18002608..18002996; ID=FBgn0040989; name=CG5693; 
>FBgn0027575 type=gene; loc=3R:complement(17596055..17601562); ID=FBgn0027575; name=GABA-B-R2; 
>FBgn0033085 type=gene; loc=2R:2179998..2180520; ID=FBgn0033085; name=CG15908; 
>FBgn0052114 type=gene; loc=3L:complement(12872759..12873076); ID=FBgn0052114; name=CG32114; 
>FBgn0011559 type=gene; loc=2L:complement(18352042..18354955); ID=FBgn0011559; name=Acp36DE; 
>FBgn0029157 type=gene; loc=3R:complement(20764425..20770654); ID=FBgn0029157; name=ssh; 
>FBgn0033769 type=gene; loc=2R:complement(8207214..8208595); ID=FBgn0033769; name=CG8768; 
>FBgn0015287 type=gene; loc=3L:complement(4118385..4119571); ID=FBgn0015287; name=RfC40; 
>FBgn0037485 type=gene; loc=3R:complement(3040458..3042594); ID=FBgn0037485; name=CG14606; 
>FBgn0029094 type=gene; loc=3L:19584151..19585660; ID=FBgn0029094; name=asf1; 
>FBgn0036118 type=gene; loc=3L:11035586..11036065; ID=FBgn0036118; name=CG14145; 
>FBgn0031725 type=gene; loc=2L:complement(5602830..5613023); ID=FBgn0031725; name=CG14010; 
>FBgn0026427 type=gene; loc=2R:complement(10122280..10132908); ID=FBgn0026427; name=Su(var)2-HP2; 
>FBgn0030823 type=gene; loc=X:complement(17034659..17036535); ID=FBgn0030823; name=CG8918; 
>FBgn0038189 type=gene; loc=3R:complement(9770421..9771504); ID=FBgn0038189; name=Art6; 
>FBgn0036615 type=gene; loc=3L:16317299..16318549; ID=FBgn0036615; name=CG4933; 
>FBgn0038339 type=gene; loc=3R:complement(11247877..11251314); ID=FBgn0038339; name=CG6118; 
>FBgn0012004 type=gene; loc=3R:15615844..15615916; ID=FBgn0012004; name=tRNA:V3b:92Bb; 
>FBgn0036941 type=gene; loc=3L:complement(20065981..20067109); ID=FBgn0036941; name=CG7335; 
>FBgn0037610 type=gene; loc=3R:4502639..4503955; ID=FBgn0037610; name=CG8043; 
>FBgn0037964 type=gene; loc=3R:7756984..7759365; ID=FBgn0037964; name=CG14731; 
>FBgn0031435 type=gene; loc=2L:2577671..2579180; ID=FBgn0031435; name=CG9883; 
>FBgn0035084 type=gene; loc=2R:complement(20450991..20452197); ID=FBgn0035084; name=CG15861; 
>FBgn0030711 type=gene; loc=X:15778948..15779826; ID=FBgn0030711; name=CG8928; 
>FBgn0033043 type=gene; loc=2R:complement(1304583..1305900); ID=FBgn0033043; name=Or42b; 
>FBgn0004053 type=gene; loc=3R:complement(2578586..2579921); ID=FBgn0004053; name=zen; 
>FBgn0040494 type=gene; loc=3R:8787474..8788975; ID=FBgn0040494; name=CG7242; 
>FBgn0037977 type=gene; loc=3R:7825029..7829239; ID=FBgn0037977; name=Ect3; 
>FBgn0051642 type=gene; loc=2L:6118512..6120525; ID=FBgn0051642; name=CG31642; 
>FBgn0050452 type=gene; loc=2R:complement(15240483..15240554); ID=FBgn0050452; name=CR30452; 
>FBgn0045980 type=gene; loc=3R:complement(20648123..20651105); ID=FBgn0045980; name=niki; 
>FBgn0053734 type=gene; loc=2L:21465916..21465951; ID=FBgn0053734; name=snmRNA:430:CR33734; 
>FBgn0035430 type=gene; loc=3L:3278284..3282495; ID=FBgn0035430; name=CG12009; 
>FBgn0038043 type=gene; loc=3R:8248490..8249334; ID=FBgn0038043; name=CG17202; 
>FBgn0052506 type=gene; loc=X:20269601..20276264; ID=FBgn0052506; name=CG32506; 
>FBgn0034943 type=gene; loc=2R:19470575..19472252; ID=FBgn0034943; name=Fmo-1; 
>FBgn0037552 type=gene; loc=3R:4043700..4045468; ID=FBgn0037552; name=CG7800; 
>FBgn0029944 type=gene; loc=X:7169454..7174051; ID=FBgn0029944; name=l(1)G0331; 
>FBgn0030323 type=gene; loc=X:complement(11515114..11516322); ID=FBgn0030323; name=CG2371; 
>FBgn0031910 type=gene; loc=2L:7410934..7412184; ID=FBgn0031910; name=CG15818; 
>FBgn0041588 type=gene; loc=3R:complement(24975609..24977512); ID=FBgn0041588; name=ligatin; 
>FBgn0004623 type=gene; loc=3L:19652887..19655251; ID=FBgn0004623; name=Gbeta76C; 
>FBgn0035126 type=gene; loc=3L:269905..274816; ID=FBgn0035126; name=CG13882; 
>FBgn0028844 type=gene; loc=2L:complement(14447377..14450816); ID=FBgn0028844; name=CG15283; 
>FBgn0030080 type=gene; loc=X:complement(8918128..8918481); ID=FBgn0030080; name=CG15366; 
>FBgn0051609 type=gene; loc=2L:9097627..9098538; ID=FBgn0051609; name=CG31609; 
>FBgn0041702 type=gene; loc=2R:complement(14486172..14487301); ID=FBgn0041702; name=CG15107; 
>FBgn0029999 type=gene; loc=X:7962299..7964369; ID=FBgn0029999; name=CG1575; 
>FBgn0023211 type=gene; loc=2R:complement(14959944..14961139); ID=FBgn0023211; name=Elongin-C; 
>FBgn0029806 type=gene; loc=X:complement(5621339..5621989); ID=FBgn0029806; name=CG15768; 
>FBgn0036975 type=gene; loc=3L:20287793..20290535; ID=FBgn0036975; name=CG5618; 
>FBgn0033501 type=gene; loc=2R:5768502..5773089; ID=FBgn0033501; name=CG12911; 
>FBgn0046812 type=gene; loc=3L:15519376..15526305; ID=FBgn0046812; name=AGO2; 
>FBgn0037466 type=gene; loc=3R:2893146..2897349; ID=FBgn0037466; name=CG1965; 
>FBgn0032824 type=gene; loc=2L:complement(19809788..19810246); ID=FBgn0032824; name=CG13962; 
>FBgn0067708 type=gene; loc=X:15341912..15341932; ID=FBgn0067708; name=mir-283; 
>FBgn0037256 type=gene; loc=3R:complement(319126..323168); ID=FBgn0037256; name=CG9783; 
>FBgn0051431 type=gene; loc=3R:17696406..17699366; ID=FBgn0051431; name=CG31431; 
>FBgn0033522 type=gene; loc=2R:5941525..5948396; ID=FBgn0033522; name=micr; 
>FBgn0034134 type=gene; loc=2R:12049813..12051949; ID=FBgn0034134; name=CG4750; 
>FBgn0051855 type=gene; loc=2L:13369233..13369997; ID=FBgn0051855; name=CG31855; 
>FBgn0053129 type=gene; loc=2L:complement(10965140..10970275); ID=FBgn0053129; name=CG33129; 
>FBgn0051161 type=gene; loc=3R:18442233..18444020; ID=FBgn0051161; name=CG31161; 
>FBgn0052465 type=gene; loc=3R:complement(3397012..3406987); ID=FBgn0052465; name=CG32465; 
>FBgn0028431 type=gene; loc=3L:9226371..9259408; ID=FBgn0028431; name=Glu-RIB; 
>FBgn0035950 type=gene; loc=3L:complement(8957089..8960036); ID=FBgn0035950; name=CG5288; 
>FBgn0036357 type=gene; loc=3L:13386777..13390401; ID=FBgn0036357; name=CG10724; 
>FBgn0051827 type=gene; loc=2L:15701165..15702149; ID=FBgn0051827; name=CG31827; 
>FBgn0034870 type=gene; loc=2R:19010930..19011274; ID=FBgn0034870; name=CG13559; 
>FBgn0000075 type=gene; loc=2L:19106088..19110039; ID=FBgn0000075; name=amd; 
>FBgn0028870 type=gene; loc=2L:14756696..14757862; ID=FBgn0028870; name=CG4691; 
>FBgn0038449 type=gene; loc=3R:12441033..12442876; ID=FBgn0038449; name=CG17562; 
>FBgn0037363 type=gene; loc=3R:1495435..1504523; ID=FBgn0037363; name=CG1347; 
>FBgn0035686 type=gene; loc=3L:6134761..6135536; ID=FBgn0035686; name=CG12330; 
>FBgn0035002 type=gene; loc=2R:19919491..19922897; ID=FBgn0035002; name=CG3419; 
>FBgn0053639 type=gene; loc=X:complement(18047011..18053971); ID=FBgn0053639; name=CG33639; 
>FBgn0035727 type=gene; loc=3L:complement(6945522..6946368); ID=FBgn0035727; name=CG10063; 
>FBgn0053294 type=gene; loc=3R:19946..21871; ID=FBgn0053294; name=CG33294; 
>FBgn0040391 type=gene; loc=X:2183284..2185097; ID=FBgn0040391; name=CG2854; 
>FBgn0004873 type=gene; loc=2R:complement(14912198..14939812); ID=FBgn0004873; name=hts; 
>FBgn0052487 type=gene; loc=3L:complement(2999718..3000747); ID=FBgn0052487; name=CG32487; 
>FBgn0032040 type=gene; loc=2L:8399044..8399972; ID=FBgn0032040; name=CG13386; 
>FBgn0053431 type=gene; loc=2R:complement(15252218..15252352); ID=FBgn0053431; name=5SrRNA:CR33431; 
>FBgn0053171 type=gene; loc=3L:6988072..7026520; ID=FBgn0053171; name=CG33171; 
>FBgn0011963 type=gene; loc=3R:complement(3965673..3965745); ID=FBgn0011963; name=tRNA:R2:84Fe; 
>FBgn0003738 type=gene; loc=3R:complement(25958698..25960321); ID=FBgn0003738; name=Tpi; 
>FBgn0037789 type=gene; loc=3R:complement(5946245..5947096); ID=FBgn0037789; name=CG6208; 
>FBgn0037702 type=gene; loc=3R:5341758..5352964; ID=FBgn0037702; name=CG8176; 
>FBgn0040491 type=gene; loc=2R:7195380..7204666; ID=FBgn0040491; name=Buffy; 
>FBgn0034138 type=gene; loc=2R:complement(12084974..12086100); ID=FBgn0034138; name=RpS15; 
>FBgn0051145 type=gene; loc=3R:complement(19432458..19495378); ID=FBgn0051145; name=CG31145; 
>FBgn0029082 type=gene; loc=2R:10526261..10556259; ID=FBgn0029082; name=hbs; 
>FBgn0020637 type=gene; loc=3L:complement(6106936..6107547); ID=FBgn0020637; name=Lcp65Ag2; 
>FBgn0029745 type=gene; loc=X:4977135..4978226; ID=FBgn0029745; name=CG6789; 
>FBgn0035630 type=gene; loc=3L:complement(5735917..5739653); ID=FBgn0035630; name=CG10576; 
>FBgn0031600 type=gene; loc=2L:complement(4392770..4393814); ID=FBgn0031600; name=CG3652; 
>FBgn0051602 type=gene; loc=2L:8620028..8620099; ID=FBgn0051602; name=CR31602; 
>FBgn0053159 type=gene; loc=3L:complement(3187207..3187980); ID=FBgn0053159; name=CG33159; 
>FBgn0031804 type=gene; loc=2L:complement(6357251..6358235); ID=FBgn0031804; name=CG9500; 
>FBgn0051265 type=gene; loc=3R:12953946..12954846; ID=FBgn0051265; name=CG31265; 
>FBgn0024319 type=gene; loc=2R:complement(12168068..12169909); ID=FBgn0024319; name=Nach; 
